aid,dt.published,dt.funded,donation,donor,title,journalist,donation.med,donation.mean,donation.min,donation.max,donation.p25,donation.p75,n.images,n.words,url.article,url.detail,n.donor.indiv,n.donor.indiv.male,n.donor.indiv.female,n.fb.like,n.fb.share,n.fb.comment,n.fb.total,tle.count,f.tle.有捐款幫助的想法,f.tle.不忍觀看.想要迴避,f.tle.不舒服,f.tle.沮喪.無力,f.tle.難過,f.tle.同情,f.tle.可憐,f.tle.生活艱苦.極需幫助,tleximg.count,f.tleximg.有捐款幫助的想法,f.tleximg.不忍觀看.想要迴避,f.tleximg.誠實,f.tleximg.不舒服,f.tleximg.沮喪.無力,f.tleximg.難過,f.tleximg.同情,f.tleximg.可憐,f.tleximg.可信任,f.tleximg.生活艱苦.極需幫助,f.tleximg.吸引力,f.tleximg.體型,f.meta.reporter.記者1,f.meta.reporter.記者2,f.meta.reporter.記者3,f.meta.reporter.記者4,f.meta.reporter.記者5,f.meta.reporter.記者6,f.meta.reporter.記者7,f.meta.reporter.記者8,dt.published.monthday,dt.published.weekday,f.meta.day.of.week.Fri,f.meta.day.of.week.Mon,f.meta.day.of.week.Sun,f.meta.day.of.week.Thu,f.meta.day.of.week.Tue,f.meta.day.of.week.Wed,f.meta.word.count,f.meta.word.count.scale,f.meta.image.count,dt.published.month,f.meta.month.Apr,f.meta.month.Aug,f.meta.month.Dec,f.meta.month.Feb,f.meta.month.Jan,f.meta.month.Jul,f.meta.month.Jun,f.meta.month.Mar,f.meta.month.May,f.meta.month.Nov,f.meta.month.Oct,f.meta.month.Sep,day.from.start,donor.org,donation.org,donation.med.org,donation.mean.org,f.any.adult.condition,f.any.adult.disability,f.any.adult.disease,f.any.adult.event,f.any.adult.habit,f.any.child.condition,f.any.child.disability,f.any.child.disease,f.any.child.event,f.any.child.habit,f.any.child_infant.condition,f.any.child_infant.disability,f.any.child_infant.disease,f.any.child_infant.event,f.any.child_infant.habit,f.any.condition.受家人看護,f.any.condition.固定回診,f.any.condition.在外成家或工作,f.any.condition.失聯,f.any.condition.有穩定工作,f.any.condition.植物人,f.any.condition.死亡,f.any.condition.無穩定工作,f.any.condition.現正住院,f.any.condition.看護家人,f.any.condition.臥病在家,f.any.condition.身體癱瘓,f.any.dead.adult,f.any.dead.child,f.any.dead.child_infant,f.any.dead.elder,f.any.dead.elder_adult,f.any.dead.infant,f.any.disability.味覺,f.any.disability.嗅覺,f.any.disability.智能,f.any.disability.皮膚,f.any.disability.精神,f.any.disability.聽覺,f.any.disability.肢體,f.any.disability.視覺,f.any.disability.言語,f.any.disease.呼吸道,f.any.disease.失智,f.any.disease.心血管,f.any.disease.炎,f.any.disease.癌,f.any.disease.精神,f.any.disease.糖尿病,f.any.disease.肝,f.any.disease.脊椎,f.any.disease.腎,f.any.disease.腦,f.any.disease.關節,f.any.disease.鬱,f.any.elder_adult.condition,f.any.elder_adult.disability,f.any.elder_adult.disease,f.any.elder_adult.event,f.any.elder_adult.habit,f.any.elder.condition,f.any.elder.disability,f.any.elder.disease,f.any.elder.event,f.any.elder.habit,f.any.event.人為事故,f.any.event.債務,f.any.event.入獄,f.any.event.喪偶,f.any.event.天然災害,f.any.event.失業,f.any.event.婚變,f.any.event.家暴,f.any.event.急性病症,f.any.event.意外事故,f.any.event.慢性病症,f.any.event.自殺,f.any.event.輟學,f.any.event.遺傳病症,f.any.event.離婚,f.any.habit.吃檳榔,f.any.habit.吸毒,f.any.habit.喝酒,f.any.habit.抽菸,f.any.habit.賭博,f.any.habit.過勞,f.any.infant.condition,f.any.infant.disability,f.any.infant.disease,f.any.infant.event,f.any.infant.habit,f.any.student,f.any.subsidized,f.any.零工,f.subject.condition.受家人看護,f.subject.condition.固定回診,f.subject.condition.在外成家或工作,f.subject.condition.失聯,f.subject.condition.有穩定工作,f.subject.condition.植物人,f.subject.condition.死亡,f.subject.condition.無穩定工作,f.subject.condition.現正住院,f.subject.condition.看護家人,f.subject.condition.臥病在家,f.subject.condition.身體癱瘓,f.subject.disability.味覺,f.subject.disability.嗅覺,f.subject.disability.智能,f.subject.disability.皮膚,f.subject.disability.精神,f.subject.disability.聽覺,f.subject.disability.肢體,f.subject.disability.視覺,f.subject.disability.言語,f.subject.disease.呼吸道,f.subject.disease.失智,f.subject.disease.心血管,f.subject.disease.炎,f.subject.disease.癌,f.subject.disease.精神,f.subject.disease.糖尿病,f.subject.disease.肝,f.subject.disease.脊椎,f.subject.disease.腎,f.subject.disease.腦,f.subject.disease.關節,f.subject.disease.鬱,f.subject.event.人為事故,f.subject.event.債務,f.subject.event.入獄,f.subject.event.喪偶,f.subject.event.天然災害,f.subject.event.失業,f.subject.event.婚變,f.subject.event.家暴,f.subject.event.急性病症,f.subject.event.意外事故,f.subject.event.慢性病症,f.subject.event.自殺,f.subject.event.輟學,f.subject.event.遺傳病症,f.subject.event.離婚,f.subject.gender,f.subject.habit.吃檳榔,f.subject.habit.吸毒,f.subject.habit.喝酒,f.subject.habit.抽菸,f.subject.habit.賭博,f.subject.habit.過勞,f.subject.student,f.subject.subsidized,f.subject.零工,f.age.max,f.age.min,f.all.dead.adult,f.all.dead.child,f.all.dead.child_infant,f.all.dead.elder,f.all.dead.elder_adult,f.all.dead.infant,f.finance.below.poverty.line,f.finance.income.source,f.count.adult,f.count.adult.female,f.count.adult.male,f.count.child,f.count.child.female,f.count.child_infant,f.count.child_infant.female,f.count.child_infant.male,f.count.child.male,f.count.elder,f.count.elder_adult,f.count.elder_adult.female,f.count.elder_adult.male,f.count.elder.female,f.count.elder.male,f.count.female,f.count.infant,f.count.infant.female,f.count.infant.male,f.count.male,f.count.members,f.count.minority,f.count.minority.female,f.count.minority.male,f.count.student,f.ratio.adult,f.ratio.adult.female,f.ratio.adult.male,f.ratio.child,f.ratio.child.female,f.ratio.child_infant,f.ratio.child_infant.female,f.ratio.child_infant.male,f.ratio.child.male,f.ratio.elder,f.ratio.elder_adult,f.ratio.elder_adult.female,f.ratio.elder_adult.male,f.ratio.elder.female,f.ratio.elder.male,f.ratio.female,f.ratio.infant,f.ratio.infant.female,f.ratio.infant.male,f.ratio.male,f.ratio.minority,f.ratio.minority.female,f.ratio.minority.male,f.ratio.student,relation.all,f.relation.any.divorce,f.relation.any.kids,f.relation.any.kids.dead,f.relation.any.marriage,f.relation.any.parents.alive,f.relation.any.sibilings,f.relation.both.parents.alive,f.relation.has.adoption,f.relation.has.divorce,f.relation.has.grandparenting,f.relation.is.cohabitation,relation.others,relation.subject,subject.age,f.subject.age.L1_3_40,f.subject.age.L2_41_48,f.subject.age.L3_49_92,f.subject.gender.age.F_L1_3_40,f.subject.gender.age.F_L2_41_48,f.subject.gender.age.F_L3_49_92,f.subject.gender.age.M_L1_3_40,f.subject.gender.age.M_L2_41_48,f.subject.gender.age.M_L3_49_92,f.subject.marital.status.lose.married,f.subject.marital.status.married,f.subject.marital.status.NA.,f.subject.marital.status.unmarried,f.finance.income.level.L1_300_9600,f.finance.income.level.L2_9650_18000,f.finance.income.level.L3_18200_100000,f.finance.income.level.NA,f.finance.expense.level.L1_40_7000,f.finance.expense.level.L2_7200_14500,f.finance.expense.level.L3_14700_200000,f.finance.expense.level.NA,rank,dep
A2924,2012-11-16,2012-12-25,298798.697209197,559.531231285815,壯男突癱失智 不識妻兒,記者3,230.157266553373,557.607795187937,1,20000,100,1000,1,840,http://www.appledaily.com.tw/appledaily/article/headline/20121116/34643994,http://www.appledaily.com.tw/charity/projdetail/proj/A2924,572,359,213,14,10,4,28,3,4,3,3,4,4,5.67,5.33,4.33,3,5,4,5.33,5.33,4.33,4.67,5,5.33,5,4.67,4.67,3,0,0,1,0,0,0,0,0,16,Fri,1,0,0,0,0,0,840,2.92427928606188,1,Nov,0,0,0,0,0,0,0,0,0,1,0,0,1781,678,434767,300,641.249262536873,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,7,0,0,0,0,0,0,1,1,2,0,1,2,0,2,0,2,2,1,3,0,1,0,0,0,0,0,0,3,4,2,0,2,1,0.4,0,0.2,0.4,0,0.4,0,0.4,0.4,0.2,0.6,0,0.2,0,0,0,0,0,0,0.6,0.4,0,0.4,0.2,兄弟姊妹;生育;結婚,0,0,0,1,0,0,0,0,0,0,0,兄弟姊妹;生育,結婚,28,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1389,1
A2553,2011-09-01,2011-10-11,355899.179660475,559.248851281717,癌父開小黃 硬撐養么兒,記者4,370.079886956596,643.098119092962,2,10000,100,1000,3,721,http://www.appledaily.com.tw/appledaily/article/headline/20110901/33636786,http://www.appledaily.com.tw/charity/projdetail/proj/A2553,525,329,196,5,1,1,7,5,4.2,3.2,3.2,3.2,3.6,5.4,5.4,6.2,2,2.5,1,3.5,1.5,2,2.5,3.5,3,2.5,3,1.5,4,0,0,0,1,0,0,0,0,1,Thu,0,0,0,1,0,0,721,2.85793526471943,3,Sep,0,0,0,0,0,0,0,0,0,0,0,1,1339,610,414147,400,678.929508196721,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,43,18,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,2,2,0,2,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0.5,0,0.25,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0.75,0.25,0,0.25,0,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,,生育;結婚,43,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1390,1
A2218,2010-07-18,2010-08-22,358848.839852836,559.063838155744,婦執癌夫手 齊度窘境,記者4,307.112181900762,639.235790361551,2,10000,100,888,2,854,http://www.appledaily.com.tw/appledaily/article/headline/20100718/32668894,http://www.appledaily.com.tw/charity/projdetail/proj/A2218,452,288,164,0,0,0,0,2,4,4,4,4,4,4,4,4,3,4.33,4,4,4,4,4,4.33,5,4,5,3.33,3.33,0,0,0,1,0,0,0,0,18,Sun,0,0,1,0,0,0,854,2.931457870689,2,Jul,0,0,0,0,0,1,0,0,0,0,0,0,929,547,345003,300,630.718464351006,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,9,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,2,4,1,0,1,0,0.5,0,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.75,0,0.25,0,0,0,0,0,0,0.5,0.25,0,0.25,0,生育;結婚;隔代撫養,0,1,0,1,0,0,0,0,0,1,0,生育;隔代撫養,生育;結婚,53,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1391,1
A3049,2013-04-19,2013-05-27,394718.615088163,558.93730938679,搏命賺錢養家 少婦罹癌,記者8,216.247575281662,695.372619873326,1,50000,100,1000,2,888,http://www.appledaily.com.tw/appledaily/article/headline/20130419/34961519,http://www.appledaily.com.tw/charity/projdetail/proj/A3049,585,345,240,13,2,2,17,4,3.75,2.75,2.75,4.25,4.5,5.25,5.25,4.75,1,4,4,4,4,4,4,4,3,4,4,4,4,0,0,0,0,0,0,0,1,19,Fri,1,0,0,0,0,0,888,2.9484129657786,2,Apr,1,0,0,0,0,0,0,0,0,0,0,0,1935,701,557766,300,795.671897289586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,0,0,0,0,0,0,0,2,5,0,3,2,0,2,0,1,1,2,7,0,4,0,1,0,0,0,0,5,3,2,0,1,1,0.555555555555556,0,0.333333333333333,0.222222222222222,0,0.222222222222222,0,0.111111111111111,0.111111111111111,0.222222222222222,0.777777777777778,0,0.444444444444444,0,0.111111111111111,0,0,0,0,0.555555555555556,0.222222222222222,0,0.111111111111111,0.111111111111111,兄弟姊妹;同事;生育;結婚,0,1,0,0,0,0,0,0,0,0,0,兄弟姊妹;同事;生育;結婚,生育,63,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1392,1
A2275,2010-09-24,2010-10-26,407227.84255264,558.645742771759,白衣天使撞癱 忍淚夜難安,記者6,480.970240300266,728.880062212019,1,20000,100,1000,2,916,http://www.appledaily.com.tw/appledaily/article/headline/20100924/32834625,http://www.appledaily.com.tw/charity/projdetail/proj/A2275,476,294,182,0,0,0,0,3,3.33,1.67,2,3.67,4.67,5,5.67,4.67,3,3.67,1.67,4.67,2,4,4.33,5.33,6,4.67,4.67,4.67,3.33,0,0,0,0,0,1,0,0,24,Fri,1,0,0,0,0,0,916,2.96189547366785,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,997,557,405339,480,727.718132854578,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,兄弟姊妹;生育;結婚,0,1,0,1,0,0,0,0,0,0,0,兄弟姊妹;生育,生育;結婚,52,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1393,1
A1984,2009-09-24,2009-10-25,334150.783943401,558.566401818149,癌父氣切 靠筆陪稚女說話,記者1,233.938015067633,575.73491893622,2,10000,100,501,2,848,http://www.appledaily.com.tw/appledaily/article/headline/20090924/31963944,http://www.appledaily.com.tw/charity/projdetail/proj/A1984,408,257,151,0,0,0,0,3,3.67,3,3.67,4,4.67,4.67,5.67,4.33,4,3.25,1.75,4.75,1.75,3,3.25,5,4.5,4.5,3.75,4,3.75,1,0,0,0,0,0,0,0,24,Thu,0,0,0,1,0,0,848,2.92839585225671,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,632,501,268081,200,535.091816367265,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,5,0,2,1,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,2,3,1,0,0,1,0.833333333333333,0,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0,0,0,0.833333333333333,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0.166666666666667,分手;生育;離婚,1,0,0,0,0,0,0,0,1,0,0,生育,分手;離婚,57,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1394,1
A2219,2010-07-15,2010-08-15,345403.35443961,558.52346001092,夫車禍 婦攜2子擺攤求生,記者5,307.383149912548,615.123880086115,2,12000,100,737.5,2,908,http://www.appledaily.com.tw/appledaily/article/headline/20100715/32660442,http://www.appledaily.com.tw/charity/projdetail/proj/A2219,456,294,162,0,0,0,0,2,3.5,1,1,3,3.5,4.5,4.5,4.5,4,3.25,2.5,4.5,2.5,2.25,2.5,3.75,3.25,4.5,4.25,3.5,3.75,0,0,0,0,1,0,0,0,15,Thu,0,0,0,1,0,0,908,2.95808584852109,2,Jul,0,0,0,0,0,1,0,0,0,0,0,0,926,546,331030,300,606.282051282051,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2057189542484,17.4764705882353,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,3,0,0,2,0,1,0,0,0,3,0,3,4,3,3,0,3,0,0.4,0,0.2,0,0,0.6,0,0.6,0,0,0.4,0,0.2,0,0,0,0.6,0,0.6,0.8,0.6,0,0.6,0,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,生育,生育;結婚,44.2579769178547,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1395,1
A1816,2009-03-05,2009-04-10,344039.9376484,557.667480685045,壯男獵飛鼠餬口 摔癱陷困,記者4,252.273517198525,579.178950090343,1,10000,100,500,2,1032,http://www.appledaily.com.tw/appledaily/article/headline/20090305/31440951,http://www.appledaily.com.tw/charity/projdetail/proj/A1816,393,259,134,0,0,0,0,4,2.75,2.5,2.5,4,4.5,4.5,4.25,4.75,3,4.33,3,5,4,4,4.67,5,5,5.33,5.33,3.67,5,0,0,0,1,0,0,0,0,5,Thu,0,0,0,1,0,0,1032,3.01367969729119,2,Mar,0,0,0,0,0,0,0,1,0,0,0,0,429,469,242275,200,516.577825159915,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,0,1,4,2,0,0,0,0.5,0,0.25,0,0,0.5,0,0,0,0,0.5,0,0.25,0,0,0,0.5,0,0,0.25,0.5,0,0,0,同居;生育,0,1,0,0,0,0,0,0,0,0,1,,同居;生育,38,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1396,1
A1805,2009-02-20,2009-03-25,337648.834191084,557.659175390807,婦攜3子躲家暴 生計拮据,記者4,253.447711916267,564.217153809411,1,10000,100,500,2,1102,http://www.appledaily.com.tw/appledaily/article/headline/20090220/31405606,http://www.appledaily.com.tw/charity/projdetail/proj/A1805,400,231,169,0,0,0,0,3,4.67,2.33,2.33,3,3.67,4.67,6,5.67,3,3.33,2.33,3.67,2.33,3.67,4,4,4,3.67,4.67,4,4.33,0,0,0,1,0,0,0,0,20,Fri,1,0,0,0,0,0,1102,3.04218159451577,2,Feb,0,0,0,1,0,0,0,0,0,0,0,0,416,467,233598,200,500.209850107066,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,15,0,0,0,0,0,0,1,1,2,0,1,1,0,3,0,2,1,0,2,0,1,0,0,0,2,0,1,3,3,3,0,2,1,0.4,0,0.2,0.2,0,0.6,0,0.4,0.2,0,0.4,0,0.2,0,0,0,0.4,0,0.2,0.6,0.6,0,0.4,0.2,生育;結婚,0,1,0,1,0,0,0,0,0,0,0,,生育;結婚,46,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1397,1
A2873,2012-09-19,2012-10-21,320222.312553482,557.417253819214,2幼子畫圖 為癌父打氣,記者6,235.395981447913,591.285926489189,1,10000,100,1000,2,874,http://www.appledaily.com.tw/appledaily/article/headline/20120919/34516718,http://www.appledaily.com.tw/charity/projdetail/proj/A2873,553,352,201,2,4,0,6,2,3,1,1,1.5,3.5,6,6,3,3,3.33,1.67,4,1.67,1.67,2,5,4.67,4.67,4.33,4,3.67,0,0,0,0,0,1,0,0,19,Wed,0,0,0,0,0,1,874,2.9415114326344,2,Sep,0,0,0,0,0,0,0,0,0,0,0,1,1723,667,445992,300,668.653673163418,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,6,0,0,0,0,0,0,0,0,6,0,2,1,0,2,0,1,0,0,6,0,2,0,0,0,1,0,1,3,1,2,0,1,2,0.75,0,0.25,0.125,0,0.25,0,0.125,0,0,0.75,0,0.25,0,0,0,0.125,0,0.125,0.375,0.25,0,0.125,0.25,兄弟姊妹;生育;結婚,0,1,0,1,0,0,0,0,0,0,0,兄弟姊妹;生育,生育;結婚,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1398,1
A2003,2009-10-16,2009-11-20,329837.343640396,557.195841546859,腳傷硬上工 為養洗腎妻,記者1,231.950916314532,570.342938279303,2,10000,100,500,2,880,http://www.appledaily.com.tw/appledaily/article/headline/20091016/32018509,http://www.appledaily.com.tw/charity/projdetail/proj/A2003,426,283,143,0,0,0,0,3,3,2,1.67,2,2.67,4,5.67,6,3,3.67,2,4.67,2.67,3.33,3.67,5,6,5,5.67,4.33,4.67,1,0,0,0,0,0,0,0,16,Fri,1,0,0,0,0,0,880,2.94448267215017,2,Oct,0,0,0,0,0,0,0,0,0,0,1,0,654,503,267636,200,532.079522862823,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,44,14,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,2,3,1,0,1,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,生育,0,1,0,0,0,0,0,0,0,0,0,生育,生育,54,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1399,1
